Sample ID,Type,Raw file name,Comment,Date.extracted,Date.injected,Column,Injection.Order,Ref.to.Use
SM-5Q4W7,Study sample,0028_XAV_iHMP2_CMH_SM-5Q4W7.raw,,2/27/2017,3/1/2017,1,32,
SM-5QVZ9,Study sample,0120_XAV_iHMP2_CMH_SM-5QVZ9.raw,,2/28/2017,3/2/2017,1,132,
SM-5QVZD,Study sample,0417_XAV_iHMP2_CMH_SM-5QVZD.raw,,3/8/2017,3/11/2017,2,465,
SM-5U5DE,Study sample,0469_XAV_iHMP2_CMH_SM-5U5DE.raw,,3/9/2017,3/12/2017,2,523,
SM-5WXZX,Study sample,0122_XAV_iHMP2_CMH_SM-5WXZX.raw,,2/28/2017,3/3/2017,1,138,
SM-5XHHR,Study sample,0186_XAV_iHMP2_CMH_SM-5XHHR.raw,,3/1/2017,3/4/2017,1,208,
SM-5ZNHM,Study sample,0029_XAV_iHMP2_CMH_SM-5ZNHM.raw,,2/27/2017,3/1/2017,1,33,
SM-5ZNHS,Study sample,0296_XAV_iHMP2_CMH_SM-5ZNHS.raw,,3/6/2017,3/8/2017,2,330,PREFB18
SM-5ZZL9,Study sample,0093_XAV_iHMP2_CMH_SM-5ZZL9.raw,,2/28/2017,3/2/2017,1,103,
SM-61N7T,Study sample,0341_XAV_iHMP2_CMH_SM-61N7T.raw,,3/7/2017,3/9/2017,2,381,
SM-61NJ9,Study sample,0279_XAV_iHMP2_CMH_SM-61NJ9.raw,,3/6/2017,3/7/2017,2,311,PREFB18
SM-61U3T,Study sample,0084_XAV_iHMP2_CMH_SM-61U3T.raw,,2/28/2017,3/2/2017,1,94,
SM-61YN5,Study sample,0245_XAV_iHMP2_CMH_SM-61YN5.raw,,3/2/2017,3/5/2017,1,273,
SM-62ARQ,Study sample,0378_XAV_iHMP2_CMH_SM-62ARQ.raw,,3/7/2017,3/10/2017,2,420,
SM-63ZAH,Study sample,0195_XAV_iHMP2_CMH_SM-63ZAH.raw,,3/2/2017,3/4/2017,1,217,
SM-64NA9,Study sample,0416_XAV_iHMP2_CMH_SM-64NA9.raw,,3/8/2017,3/10/2017,2,464,
SM-65GXK,Study sample,0158_XAV_iHMP2_CMH_SM-65GXK.raw,,3/1/2017,3/3/2017,1,176,
SM-67WTX,Study sample,0276_XAV_iHMP2_CMH_SM-67WTX.raw,,3/6/2017,3/7/2017,2,308,PREFB18
SM-689O4,Study sample,0266_XAV_iHMP2_CMH_SM-689O4.raw,,3/6/2017,3/7/2017,2,298,PREFB18
SM-689SS,Study sample,0094_XAV_iHMP2_CMH_SM-689SS.raw,,2/28/2017,3/2/2017,1,104,
SM-69UMY,Study sample,0188_XAV_iHMP2_CMH_SM-69UMY.raw,,3/1/2017,3/4/2017,1,210,
SM-6AXJO,Study sample,0240_XAV_iHMP2_CMH_SM-6AXJO.raw,,3/2/2017,3/5/2017,1,266,
SM-6BKS1,Study sample,0081_XAV_iHMP2_CMH_SM-6BKS1.raw,,2/28/2017,3/2/2017,1,91,
SM-6BQPK,Study sample,0320_XAV_iHMP2_CMH_SM-6BQPK.raw,,3/6/2017,3/8/2017,2,356,
SM-6CAJC,Study sample,0024_XAV_iHMP2_CMH_SM-6CAJC.raw,,2/27/2017,2/28/2017,1,28,
SM-6CAJI,Study sample,0473_XAV_iHMP2_CMH_SM-6CAJI.raw,,3/9/2017,3/12/2017,2,527,
SM-6CAKR,Study sample,0117_XAV_iHMP2_CMH_SM-6CAKR.raw,,2/28/2017,3/2/2017,1,129,
SM-6DRTP,Study sample,0248_XAV_iHMP2_CMH_SM-6DRTP.raw,,3/2/2017,3/5/2017,1,276,
SM-6EFPD,Study sample,0278_XAV_iHMP2_CMH_SM-6EFPD.raw,,3/6/2017,3/7/2017,2,310,PREFB18
SM-6FNVI,Study sample,0304_XAV_iHMP2_CMH_SM-6FNVI.raw,,3/6/2017,3/8/2017,2,340,
SM-6FNW6,Study sample,0270_XAV_iHMP2_CMH_SM-6FNW6.raw,,3/6/2017,3/7/2017,2,302,PREFB18
SM-6GH65,Study sample,0190_XAV_iHMP2_CMH_SM-6GH65.raw,,3/1/2017,3/4/2017,1,212,
SM-6HUBR,Study sample,0129_XAV_iHMP2_CMH_SM-6HUBR.raw,,2/28/2017,3/3/2017,1,145,
SM-6HUG5,Study sample,0336_XAV_iHMP2_CMH_SM-6HUG5.raw,,3/7/2017,3/9/2017,2,374,
SM-6J3OB,Study sample,0379_XAV_iHMP2_CMH_SM-6J3OB.raw,,3/7/2017,3/10/2017,2,421,
SM-6JWO4,Study sample,0001_XAV_iHMP2_CMH_SM-6JWO4.raw,,2/27/2017,2/28/2017,1,3,
SM-6KUC9,Study sample,0196_XAV_iHMP2_CMH_SM-6KUC9.raw,,3/2/2017,3/4/2017,1,218,
SM-6KUCD,Study sample,0268_XAV_iHMP2_CMH_SM-6KUCD.raw,,3/6/2017,3/7/2017,2,300,PREFB18
SM-6KUCH,Study sample,0318_XAV_iHMP2_CMH_SM-6KUCH.raw,,3/6/2017,3/8/2017,2,354,
SM-6KUCT,Study sample,0030_XAV_iHMP2_CMH_SM-6KUCT.raw,,2/27/2017,3/1/2017,1,34,
SM-6KUD2,Study sample,0374_XAV_iHMP2_CMH_SM-6KUD2.raw,,3/7/2017,3/10/2017,2,416,
SM-6M2VX,Study sample,0224_XAV_iHMP2_CMH_SM-6M2VX.raw,,3/2/2017,3/5/2017,1,250,
SM-6M48S,Study sample,0415_XAV_iHMP2_CMH_SM-6M48S.raw,,3/8/2017,3/10/2017,2,463,
SM-6MSSO,Study sample,0295_XAV_iHMP2_CMH_SM-6MSSO.raw,,3/6/2017,3/8/2017,2,329,PREFB18
SM-6MSSW,Study sample,0159_XAV_iHMP2_CMH_SM-6MSSW.raw,,3/1/2017,3/3/2017,1,177,
SM-6MYZ2,Study sample,0421_XAV_iHMP2_CMH_SM-6MYZ2.raw,,3/8/2017,3/11/2017,2,471,
SM-6OLSC,Study sample,0306_XAV_iHMP2_CMH_SM-6OLSC.raw,,3/6/2017,3/8/2017,2,342,
SM-6OOEJ,Study sample,0325_XAV_iHMP2_CMH_SM-6OOEJ.raw,,3/6/2017,3/8/2017,2,363,
SM-6OSOU,Study sample,0275_XAV_iHMP2_CMH_SM-6OSOU.raw,,3/6/2017,3/7/2017,2,307,PREFB18
SM-6Q4FM,Study sample,0260_XAV_iHMP2_CMH_SM-6Q4FM.raw,,3/2/2017,3/6/2017,1,288,PREFB15
SM-6Q4FQ,Study sample,0092_XAV_iHMP2_CMH_SM-6Q4FQ.raw,,2/28/2017,3/2/2017,1,102,
SM-6RB9P,Study sample,0238_XAV_iHMP2_CMH_SM-6RB9P.raw,,3/2/2017,3/5/2017,1,264,
SM-6SF6T,Study sample,0142_XAV_iHMP2_CMH_SM-6SF6T.raw,,3/1/2017,3/3/2017,1,160,
SM-6SSMY,Study sample,0152_XAV_iHMP2_CMH_SM-6SSMY.raw,,3/1/2017,3/3/2017,1,170,
SM-6TO52,Study sample,0274_XAV_iHMP2_CMH_SM-6TO52.raw,,3/6/2017,3/7/2017,2,306,PREFB18
SM-6WJN1,Study sample,0470_XAV_iHMP2_CMH_SM-6WJN1.raw,,3/9/2017,3/12/2017,2,524,
SM-6WOC1,Study sample,0121_XAV_iHMP2_CMH_SM-6WOC1.raw,,2/28/2017,3/3/2017,1,137,
SM-6WU1I,Study sample,0012_XAV_iHMP2_CMH_SM-6WU1I.raw,,2/27/2017,2/28/2017,1,14,
SM-6X9W2,Study sample,0172_XAV_iHMP2_CMH_SM-6X9W2.raw,,3/1/2017,3/4/2017,1,192,
SM-6X9W6,Study sample,0131_XAV_iHMP2_CMH_SM-6X9W6.raw,,3/1/2017,3/3/2017,1,147,
SM-6X9WA,Study sample,0116_XAV_iHMP2_CMH_SM-6X9WA.raw,,2/28/2017,3/2/2017,1,128,
SM-6X9WE,Study sample,0006_XAV_iHMP2_CMH_SM-6X9WE.raw,,2/27/2017,2/28/2017,1,8,
SM-6X9WM,Study sample,0316_XAV_iHMP2_CMH_SM-6X9WM.raw,,3/6/2017,3/8/2017,2,352,
SM-6X9WU,Study sample,0338_XAV_iHMP2_CMH_SM-6X9WU.raw,,3/7/2017,3/9/2017,2,376,
SM-6XJTB,Study sample,0380_XAV_iHMP2_CMH_SM-6XJTB.raw,,3/7/2017,3/10/2017,2,422,
SM-6XJTF,Study sample,0305_XAV_iHMP2_CMH_SM-6XJTF.raw,,3/6/2017,3/8/2017,2,341,
SM-6XJTN,Study sample,0246_XAV_iHMP2_CMH_SM-6XJTN.raw,,3/2/2017,3/5/2017,1,274,
SM-6XJUC,Study sample,0225_XAV_iHMP2_CMH_SM-6XJUC.raw,,3/2/2017,3/5/2017,1,251,
SM-6XNM3,Study sample,0085_XAV_iHMP2_CMH_SM-6XNM3.raw,,2/28/2017,3/2/2017,1,95,
SM-6XRKG,Study sample,0165_XAV_iHMP2_CMH_SM-6XRKG.raw,,3/1/2017,3/4/2017,1,185,
SM-6XSL6,Study sample,0432_XAV_iHMP2_CMH_SM-6XSL6.raw,,3/8/2017,3/11/2017,2,482,
SM-6XSLI,Study sample,0549_XAV_iHMP2_CMH_SM-6XSLI.raw,,3/9/2017,3/13/2017,2,611,
SM-6XTSQ,Study sample,0277_XAV_iHMP2_CMH_SM-6XTSQ.raw,,3/6/2017,3/7/2017,2,309,PREFB18
SM-6XTSU,Study sample,0189_XAV_iHMP2_CMH_SM-6XTSU.raw,,3/1/2017,3/4/2017,1,211,
SM-6XTSY,Study sample,0384_XAV_iHMP2_CMH_SM-6XTSY.raw,,3/7/2017,3/10/2017,2,430,
SM-6Y2UL,Study sample,0294_XAV_iHMP2_CMH_SM-6Y2UL.raw,,3/6/2017,3/8/2017,2,328,PREFB18
SM-6Y87V,Study sample,0424_XAV_iHMP2_CMH_SM-6Y87V.raw,,3/8/2017,3/11/2017,2,474,
SM-6YAZN,Study sample,0156_XAV_iHMP2_CMH_SM-6YAZN.raw,,3/1/2017,3/3/2017,1,174,
SM-6YAZR,Study sample,0410_XAV_iHMP2_CMH_SM-6YAZR.raw,,3/8/2017,3/10/2017,2,458,
SM-6ZEU8,Study sample,0026_XAV_iHMP2_CMH_SM-6ZEU8.raw,,2/27/2017,3/1/2017,1,30,
SM-6ZEUG,Study sample,0271_XAV_iHMP2_CMH_SM-6ZEUG.raw,,3/6/2017,3/7/2017,2,303,PREFB18
SM-6ZEV1,Study sample,0377_XAV_iHMP2_CMH_SM-6ZEV1.raw,,3/7/2017,3/10/2017,2,419,
SM-6ZEVH,Study sample,0267_XAV_iHMP2_CMH_SM-6ZEVH.raw,,3/6/2017,3/7/2017,2,299,PREFB18
SM-6ZEVL,Study sample,0282_XAV_iHMP2_CMH_SM-6ZEVL.raw,,3/6/2017,3/8/2017,2,316,PREFB18
SM-6ZJI5,Study sample,0253_XAV_iHMP2_CMH_SM-6ZJI5.raw,,3/2/2017,3/5/2017,1,281,PREFB15
SM-6ZJI9,Study sample,0194_XAV_iHMP2_CMH_SM-6ZJI9.raw,,3/2/2017,3/4/2017,1,216,
SM-6ZKSA,Study sample,0043_XAV_iHMP2_CMH_SM-6ZKSA.raw,,2/27/2017,3/1/2017,1,49,
SM-6ZKT1,Study sample,0241_XAV_iHMP2_CMH_SM-6ZKT1.raw,,3/2/2017,3/5/2017,1,269,
SM-6ZKY3,Study sample,0474_XAV_iHMP2_CMH_SM-6ZKY3.raw,,3/9/2017,3/12/2017,2,528,
SM-6ZT2N,Study sample,0431_XAV_iHMP2_CMH_SM-6ZT2N.raw,,3/8/2017,3/11/2017,2,481,
SM-6ZT2V,Study sample,0145_XAV_iHMP2_CMH_SM-6ZT2V.raw,,3/1/2017,3/3/2017,1,163,
SM-6ZT3C,Study sample,0219_XAV_iHMP2_CMH_SM-6ZT3C.raw,,3/2/2017,3/5/2017,1,243,
SM-6ZT3G,Study sample,0322_XAV_iHMP2_CMH_SM-6ZT3G.raw,,3/6/2017,3/8/2017,2,360,
SM-6ZT3W,Study sample,0150_XAV_iHMP2_CMH_SM-6ZT3W.raw,,3/1/2017,3/3/2017,1,168,
SM-6ZUH2,Study sample,0234_XAV_iHMP2_CMH_SM-6ZUH2.raw,,3/2/2017,3/5/2017,1,260,
SM-71WX9,Study sample,0070_XAV_iHMP2_CMH_SM-71WX9.raw,,2/27/2017,3/1/2017,1,78,
SM-71WXD,Study sample,0009_XAV_iHMP2_CMH_SM-71WXD.raw,,2/27/2017,2/28/2017,1,11,
SM-71WXH,Study sample,0123_XAV_iHMP2_CMH_SM-71WXH.raw,,2/28/2017,3/3/2017,1,139,
SM-71WXX,Study sample,0053_XAV_iHMP2_CMH_SM-71WXX.raw,,2/27/2017,3/1/2017,1,59,
SM-71WY2,Study sample,0419_XAV_iHMP2_CMH_SM-71WY2.raw,,3/8/2017,3/11/2017,2,467,
SM-71ZV9,Study sample,0261_XAV_iHMP2_CMH_SM-71ZV9.raw,,3/6/2017,3/7/2017,2,293,PREFB18
SM-727GQ,Study sample,0176_XAV_iHMP2_CMH_SM-727GQ.raw,,3/1/2017,3/4/2017,1,196,
SM-72PGN,Study sample,0112_XAV_iHMP2_CMH_SM-72PGN.raw,,2/28/2017,3/2/2017,1,124,
SM-72PHS,Study sample,0162_XAV_iHMP2_CMH_SM-72PHS.raw,,3/1/2017,3/4/2017,1,182,
SM-72XGS,Study sample,0302_XAV_iHMP2_CMH_SM-72XGS.raw,,3/6/2017,3/8/2017,2,338,
SM-72ZHG,Study sample,0016_XAV_iHMP2_CMH_SM-72ZHG.raw,,2/27/2017,2/28/2017,1,18,
SM-72ZHO,Study sample,0387_XAV_iHMP2_CMH_SM-72ZHO.raw,,3/7/2017,3/10/2017,2,433,
SM-734R8,Study sample,0208_XAV_iHMP2_CMH_SM-734R8.raw,,3/2/2017,3/4/2017,1,232,
SM-73BMX,Study sample,0133_XAV_iHMP2_CMH_SM-73BMX.raw,,3/1/2017,3/3/2017,1,149,
SM-73BN6,Study sample,0003_XAV_iHMP2_CMH_SM-73BN6.raw,,2/27/2017,2/28/2017,1,5,
SM-73JXD,Study sample,0223_XAV_iHMP2_CMH_SM-73JXD.raw,,3/2/2017,3/5/2017,1,249,
SM-74Y71,Study sample,0118_XAV_iHMP2_CMH_SM-74Y71.raw,,2/28/2017,3/2/2017,1,130,
SM-74Y7D,Study sample,0082_XAV_iHMP2_CMH_SM-74Y7D.raw,,2/28/2017,3/2/2017,1,92,
SM-74Y93,Study sample,0317_XAV_iHMP2_CMH_SM-74Y93.raw,,3/6/2017,3/8/2017,2,353,
SM-76C9O,Study sample,0039_XAV_iHMP2_CMH_SM-76C9O.raw,,2/27/2017,3/1/2017,1,43,
SM-76CAL,Study sample,0412_XAV_iHMP2_CMH_SM-76CAL.raw,,3/8/2017,3/10/2017,2,460,
SM-76CAT,Study sample,0340_XAV_iHMP2_CMH_SM-76CAT.raw,,3/7/2017,3/9/2017,2,378,
SM-76ENW,Study sample,0471_XAV_iHMP2_CMH_SM-76ENW.raw,,3/9/2017,3/12/2017,2,525,
SM-76EO1,Study sample,0382_XAV_iHMP2_CMH_SM-76EO1.raw,,3/7/2017,3/10/2017,2,428,
SM-76EO9,Study sample,0423_XAV_iHMP2_CMH_SM-76EO9.raw,,3/8/2017,3/11/2017,2,473,
SM-76EOD,Study sample,0280_XAV_iHMP2_CMH_SM-76EOD.raw,,3/6/2017,3/8/2017,2,312,PREFB18
SM-76LBZ,Study sample,0247_XAV_iHMP2_CMH_SM-76LBZ.raw,,3/2/2017,3/5/2017,1,275,
SM-77FXF,Study sample,0284_XAV_iHMP2_CMH_SM-77FXF.raw,,3/6/2017,3/8/2017,2,318,PREFB18
SM-77FXR,Study sample,0027_XAV_iHMP2_CMH_SM-77FXR.raw,,2/27/2017,3/1/2017,1,31,
SM-77FXZ,Study sample,0480_XAV_iHMP2_CMH_SM-77FXZ.raw,,3/9/2017,3/12/2017,2,534,
SM-77FYC,Study sample,0376_XAV_iHMP2_CMH_SM-77FYC.raw,,3/7/2017,3/10/2017,2,418,
SM-77M5K,Study sample,0251_XAV_iHMP2_CMH_SM-77M5K.raw,,3/2/2017,3/5/2017,1,279,PREFB15
SM-77M65,Study sample,0095_XAV_iHMP2_CMH_SM-77M65.raw,,2/28/2017,3/2/2017,1,105,
SM-77M69,Study sample,0272_XAV_iHMP2_CMH_SM-77M69.raw,,3/6/2017,3/7/2017,2,304,PREFB18
SM-77VQ3,Study sample,0192_XAV_iHMP2_CMH_SM-77VQ3.raw,,3/2/2017,3/4/2017,1,214,
SM-787I4,Study sample,0507_XAV_iHMP2_CMH_SM-787I4.raw,,3/9/2017,3/12/2017,2,565,
SM-791B3,Study sample,0068_XAV_iHMP2_CMH_SM-791B3.raw,,2/27/2017,3/1/2017,1,76,
SM-791B7,Study sample,0044_XAV_iHMP2_CMH_SM-791B7.raw,,2/27/2017,3/1/2017,1,50,
SM-79RAY,Study sample,0215_XAV_iHMP2_CMH_SM-79RAY.raw,,3/2/2017,3/5/2017,1,239,
SM-7AA1S,Study sample,0115_XAV_iHMP2_CMH_SM-7AA1S.raw,,2/28/2017,3/2/2017,1,127,
SM-7AA21,Study sample,0297_XAV_iHMP2_CMH_SM-7AA21.raw,,3/6/2017,3/8/2017,2,331,PREFB18
SM-7AK5U,Study sample,0477_XAV_iHMP2_CMH_SM-7AK5U.raw,,3/9/2017,3/12/2017,2,531,
SM-7AK5Y,Study sample,0155_XAV_iHMP2_CMH_SM-7AK5Y.raw,,3/1/2017,3/3/2017,1,173,
SM-7AMI9,Study sample,0236_XAV_iHMP2_CMH_SM-7AMI9.raw,,3/2/2017,3/5/2017,1,262,
SM-7AMIH,Study sample,0141_XAV_iHMP2_CMH_SM-7AMIH.raw,,3/1/2017,3/3/2017,1,159,
SM-7B7LB,Study sample,0096_XAV_iHMP2_CMH_SM-7B7LB.raw,,2/28/2017,3/2/2017,1,106,
SM-7BF15,Study sample,0174_XAV_iHMP2_CMH_SM-7BF15.raw,,3/1/2017,3/4/2017,1,194,
SM-7BF1T,Study sample,0010_XAV_iHMP2_CMH_SM-7BF1T.raw,,2/27/2017,2/28/2017,1,12,
SM-7BF22,Study sample,0124_XAV_iHMP2_CMH_SM-7BF22.raw,,2/28/2017,3/3/2017,1,140,
SM-7BF2I,Study sample,0157_XAV_iHMP2_CMH_SM-7BF2I.raw,,3/1/2017,3/3/2017,1,175,
SM-7BF2M,Study sample,0242_XAV_iHMP2_CMH_SM-7BF2M.raw,,3/2/2017,3/5/2017,1,270,
SM-7BF2Q,Study sample,0353_XAV_iHMP2_CMH_SM-7BF2Q.raw,,3/7/2017,3/9/2017,2,393,
SM-7BP4V,Study sample,0323_XAV_iHMP2_CMH_SM-7BP4V.raw,,3/6/2017,3/8/2017,2,361,
SM-7BP5C,Study sample,0049_XAV_iHMP2_CMH_SM-7BP5C.raw,,2/27/2017,3/1/2017,1,55,
SM-7BP5K,Study sample,0265_XAV_iHMP2_CMH_SM-7BP5K.raw,,3/6/2017,3/7/2017,2,297,PREFB18
SM-7CM7M,Study sample,0386_XAV_iHMP2_CMH_SM-7CM7M.raw,,3/7/2017,3/10/2017,2,432,
SM-7CP2F,Study sample,0259_XAV_iHMP2_CMH_SM-7CP2F.raw,,3/2/2017,3/6/2017,1,287,PREFB15
SM-7CP2V,Study sample,0222_XAV_iHMP2_CMH_SM-7CP2V.raw,,3/2/2017,3/5/2017,1,248,
SM-7CP2Z,Study sample,0074_XAV_iHMP2_CMH_SM-7CP2Z.raw,,2/28/2017,3/2/2017,1,82,
SM-7CP34,Study sample,0040_XAV_iHMP2_CMH_SM-7CP34.raw,,2/27/2017,3/1/2017,1,44,
SM-7CP3G,Study sample,0339_XAV_iHMP2_CMH_SM-7CP3G.raw,,3/7/2017,3/9/2017,2,377,
SM-7CRWL,Study sample,0002_XAV_iHMP2_CMH_SM-7CRWL.raw,,2/27/2017,2/28/2017,1,4,
SM-7CRWP,Study sample,0435_XAV_iHMP2_CMH_SM-7CRWP.raw,,3/8/2017,3/11/2017,2,485,
SM-7CRWX,Study sample,0210_XAV_iHMP2_CMH_SM-7CRWX.raw,,3/2/2017,3/5/2017,1,234,
SM-7CRX2,Study sample,0420_XAV_iHMP2_CMH_SM-7CRX2.raw,,3/8/2017,3/11/2017,2,468,
SM-7D34K,Study sample,0187_XAV_iHMP2_CMH_SM-7D34K.raw,,3/1/2017,3/4/2017,1,209,
SM-7D34O,Study sample,0447_XAV_iHMP2_CMH_SM-7D34O.raw,,3/8/2017,3/11/2017,2,499,
SM-7DGUW,Study sample,0036_XAV_iHMP2_CMH_SM-7DGUW.raw,,2/27/2017,3/1/2017,1,40,
SM-7DGV1,Study sample,0481_XAV_iHMP2_CMH_SM-7DGV1.raw,,3/9/2017,3/12/2017,2,537,
SM-7DGV5,Study sample,0472_XAV_iHMP2_CMH_SM-7DGV5.raw,,3/9/2017,3/12/2017,2,526,
SM-7DN33,Study sample,0375_XAV_iHMP2_CMH_SM-7DN33.raw,,3/7/2017,3/10/2017,2,417,
SM-7DN37,Study sample,0335_XAV_iHMP2_CMH_SM-7DN37.raw,,3/7/2017,3/9/2017,2,373,
SM-7DN3V,Study sample,0166_XAV_iHMP2_CMH_SM-7DN3V.raw,,3/1/2017,3/4/2017,1,186,
SM-7E5ED,Study sample,0430_XAV_iHMP2_CMH_SM-7E5ED.raw,,3/8/2017,3/11/2017,2,480,
SM-7E5EH,Study sample,0383_XAV_iHMP2_CMH_SM-7E5EH.raw,,3/7/2017,3/10/2017,2,429,
SM-7ED9N,Study sample,0014_XAV_iHMP2_CMH_SM-7ED9N.raw,,2/27/2017,2/28/2017,1,16,
SM-7ED9R,Study sample,0422_XAV_iHMP2_CMH_SM-7ED9R.raw,,3/8/2017,3/11/2017,2,472,
SM-7EDA4,Study sample,0199_XAV_iHMP2_CMH_SM-7EDA4.raw,,3/2/2017,3/4/2017,1,221,
SM-7EDA8,Study sample,0064_XAV_iHMP2_CMH_SM-7EDA8.raw,,2/27/2017,3/1/2017,1,72,
SM-7EDAC,Study sample,0134_XAV_iHMP2_CMH_SM-7EDAC.raw,,3/1/2017,3/3/2017,1,150,
SM-7EWUS,Study sample,0344_XAV_iHMP2_CMH_SM-7EWUS.raw,,3/7/2017,3/9/2017,2,384,
SM-7F1RS,Study sample,0286_XAV_iHMP2_CMH_SM-7F1RS.raw,,3/6/2017,3/8/2017,2,320,PREFB18
SM-7F1RW,Study sample,0449_XAV_iHMP2_CMH_SM-7F1RW.raw,,3/8/2017,3/11/2017,2,501,
SM-7F43P,Study sample,0250_XAV_iHMP2_CMH_SM-7F43P.raw,,3/2/2017,3/5/2017,1,278,
SM-7FHYA,Study sample,0220_XAV_iHMP2_CMH_SM-7FHYA.raw,,3/2/2017,3/5/2017,1,244,
SM-7FK3W,Study sample,0392_XAV_iHMP2_CMH_SM-7FK3W.raw,,3/8/2017,3/10/2017,2,438,
SM-7FK4D,Study sample,0119_XAV_iHMP2_CMH_SM-7FK4D.raw,,2/28/2017,3/2/2017,1,131,
SM-7FVSS,Study sample,0385_XAV_iHMP2_CMH_SM-7FVSS.raw,,3/7/2017,3/10/2017,2,431,
SM-7GCHC,Study sample,0509_XAV_iHMP2_CMH_SM-7GCHC.raw,,3/9/2017,3/13/2017,2,567,
SM-7GCHK,Study sample,0303_XAV_iHMP2_CMH_SM-7GCHK.raw,,3/6/2017,3/8/2017,2,339,
SM-7GFUX,Study sample,0293_XAV_iHMP2_CMH_SM-7GFUX.raw,,3/6/2017,3/8/2017,2,327,PREFB18
SM-7GYHH,Study sample,0075_XAV_iHMP2_CMH_SM-7GYHH.raw,,2/28/2017,3/2/2017,1,83,
SM-7GYHL,Study sample,0217_XAV_iHMP2_CMH_SM-7GYHL.raw,,3/2/2017,3/5/2017,1,241,
SM-7GYIA,Study sample,0047_XAV_iHMP2_CMH_SM-7GYIA.raw,,2/27/2017,3/1/2017,1,53,
SM-7GYJN,Study sample,0160_XAV_iHMP2_CMH_SM-7GYJN.raw,,3/1/2017,3/3/2017,1,178,
SM-7GYJZ,Study sample,0348_XAV_iHMP2_CMH_SM-7GYJZ.raw,,3/7/2017,3/9/2017,2,388,
SM-7H4GS,Study sample,0054_XAV_iHMP2_CMH_SM-7H4GS.raw,,2/27/2017,3/1/2017,1,60,
SM-7H4H1,Study sample,0083_XAV_iHMP2_CMH_SM-7H4H1.raw,,2/28/2017,3/2/2017,1,93,
SM-7H4HL,Study sample,0052_XAV_iHMP2_CMH_SM-7H4HL.raw,,2/27/2017,3/1/2017,1,58,
SM-7HAI4,Study sample,0128_XAV_iHMP2_CMH_SM-7HAI4.raw,,2/28/2017,3/3/2017,1,144,
SM-7HNM8,Study sample,0113_XAV_iHMP2_CMH_SM-7HNM8.raw,,2/28/2017,3/2/2017,1,125,
SM-7HXJO,Study sample,0025_XAV_iHMP2_CMH_SM-7HXJO.raw,,2/27/2017,3/1/2017,1,29,
SM-7HXJW,Study sample,0273_XAV_iHMP2_CMH_SM-7HXJW.raw,,3/6/2017,3/7/2017,2,305,PREFB18
SM-7I1FM,Study sample,0148_XAV_iHMP2_CMH_SM-7I1FM.raw,,3/1/2017,3/3/2017,1,166,
SM-7I1FQ,Study sample,0237_XAV_iHMP2_CMH_SM-7I1FQ.raw,,3/2/2017,3/5/2017,1,263,
SM-7I1G3,Study sample,0183_XAV_iHMP2_CMH_SM-7I1G3.raw,,3/1/2017,3/4/2017,1,205,
SM-7I1G7,Study sample,0264_XAV_iHMP2_CMH_SM-7I1G7.raw,,3/6/2017,3/7/2017,2,296,PREFB18
SM-7I1GX,Study sample,0482_XAV_iHMP2_CMH_SM-7I1GX.raw,,3/9/2017,3/12/2017,2,538,
SM-7I1H2,Study sample,0399_XAV_iHMP2_CMH_SM-7I1H2.raw,,3/8/2017,3/10/2017,2,445,
SM-7I9G4,Study sample,0244_XAV_iHMP2_CMH_SM-7I9G4.raw,,3/2/2017,3/5/2017,1,272,
SM-7I9GC,Study sample,0193_XAV_iHMP2_CMH_SM-7I9GC.raw,,3/2/2017,3/4/2017,1,215,
SM-7IKZB,Study sample,0132_XAV_iHMP2_CMH_SM-7IKZB.raw,,3/1/2017,3/3/2017,1,148,
SM-7IKZF,Study sample,0140_XAV_iHMP2_CMH_SM-7IKZF.raw,,3/1/2017,3/3/2017,1,156,
SM-7IKZN,Study sample,0175_XAV_iHMP2_CMH_SM-7IKZN.raw,,3/1/2017,3/4/2017,1,195,
SM-7IL14,Study sample,0008_XAV_iHMP2_CMH_SM-7IL14.raw,,2/27/2017,2/28/2017,1,10,
SM-7IL1G,Study sample,0239_XAV_iHMP2_CMH_SM-7IL1G.raw,,3/2/2017,3/5/2017,1,265,
SM-7IL1K,Study sample,0418_XAV_iHMP2_CMH_SM-7IL1K.raw,,3/8/2017,3/11/2017,2,466,
SM-7IL1O,Study sample,0414_XAV_iHMP2_CMH_SM-7IL1O.raw,,3/8/2017,3/10/2017,2,462,
SM-7IL1S,Study sample,0153_XAV_iHMP2_CMH_SM-7IL1S.raw,,3/1/2017,3/3/2017,1,171,
SM-7IWEO,Study sample,0037_XAV_iHMP2_CMH_SM-7IWEO.raw,,2/27/2017,3/1/2017,1,41,
SM-7IWES,Study sample,0381_XAV_iHMP2_CMH_SM-7IWES.raw,,3/7/2017,3/10/2017,2,427,
SM-7IWEW,Study sample,0426_XAV_iHMP2_CMH_SM-7IWEW.raw,,3/8/2017,3/11/2017,2,476,
SM-7IWF5,Study sample,0319_XAV_iHMP2_CMH_SM-7IWF5.raw,,3/6/2017,3/8/2017,2,355,
